label_id	Predicted Archetype
1	2
2	1
3	3
4	1
5	1
6	2
7	1
8	1
9	1
10	1
11	2
12	2
13	3
14	1
15	1
16	1
17	1
18	1
19	2
20	2
21	1
22	1
23	1
24	2
25	1
26	2
27	1
28	1
29	2
30	1
31	1
32	2
33	2
34	4
35	1
36	2
37	1
38	4
39	1
40	2
41	1
42	2
43	1
44	1
45	4
46	2
47	2
48	2
49	2
50	1
51	2
52	2
53	2
54	1
55	4
56	2
57	2
58	4
59	4
60	2
61	2
62	2
63	2
64	3
65	2
66	4
67	2
68	1
69	2
70	2
71	2
72	1
73	1
74	2
75	2
76	2
77	2
78	2
79	4
80	2
81	2
82	4
83	4
84	2
85	2
86	2
87	4
88	2
89	2
90	2
91	2
92	2
93	1
94	2
95	2
96	2
97	4
98	2
99	3
100	2
101	4
102	2
103	2
104	4
105	4
106	3
